,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC,3100-iSIC
,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg,Avg
Date/Time,Bat,Terrestrial PAR,Terrestrial PAR mv,Underwater PAR,Underwater PAR mv,Chlorophyll,Chlorophyll mv,1m Temperature,1m DOSat,1m DO,3m Temperature,3m DOSat,3m DO,5m Temperature,5m DOSat,5m DO,7m Temperature,7m DOSat,7m DO,9m Temperature,9m DOSat,9m DO,11m Temperature,11m DOSat,11m DO,13m Temperature,13m DOSat,13m DO,AirTemp,RH,Rel. BP,WindSp,Max WindSp,WindDir,Wet Bulb Temp,Precip Type,RainInten,TotalRain,IntvRain,SolarRad,Head
m/d/y,V,µmol/s/m²,mV,µmol/s/m²,mV,µg/L,mV,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,mg/L,C,%,hPa,m/s,m/s,Degree,C,,mm/h,mm,mm,W/m²,Degree
7/31/2017 4:00,12.5,-5.078,-0.02,3.068,0.013,2.475,24.749,24.11,232.3,19.51,24.08,99.6,8.37,20.54,93.7,8.45,15.1,100,10.11,13.02,8.9,0.94,12.55,1.6,0.17,12.15,100,10.8,14.2,96,1004.3,0.7,1.3,250,13.8,0,0,231.7,0,1000,313
7/31/2017 4:15,12.6,-5.115,-0.02,3.518,0.015,2.369,23.691,24.1,230.5,19.36,24.06,99.5,8.36,20.34,93.4,8.45,15.14,100,10.1,12.95,8.5,0.9,12.56,1.6,0.17,12.15,100,10.8,14.1,95,1004.3,1.2,1.7,256,13.6,0,0,231.7,0,1000,313
7/31/2017 4:30,12.4,-5.059,-0.02,3.65,0.015,2.425,24.253,24.08,228,19.15,24.06,99.1,8.33,20.78,95.1,8.53,15.19,100,10.09,12.96,8.2,0.87,12.58,1.6,0.17,12.04,100,10.83,14,95,1004.4,1.3,1.9,279,13.5,0,0,231.7,0,1000,313
7/31/2017 4:45,12.6,-4.62,-0.018,3.606,0.015,2.328,23.279,24.08,227.2,19.09,24.06,98.8,8.3,20.79,95.3,8.54,15.21,100,10.08,12.96,8.4,0.89,12.6,1.6,0.17,12.05,100,10.83,13.7,96,1004.5,1.4,2,230,13.4,0,0,231.7,0,1000,313
7/31/2017 5:00,12.5,-5.592,-0.022,2.954,0.012,2.373,23.732,24.06,227,19.08,24.05,100.3,8.43,20.77,95.5,8.57,15.23,100,10.08,12.96,8.6,0.91,12.59,1.7,0.19,12.04,100,10.83,13.7,98,1004.5,1.1,1.6,267,13.5,0,0,231.7,0,1000,313
7/31/2017 5:15,12.6,-3.75,-0.015,3.536,0.015,2.449,24.487,24.03,224.3,18.86,24.05,100,8.4,20.76,95.4,8.56,15.29,100,10.07,12.97,8.3,0.88,12.62,1.6,0.17,12.03,100,10.84,13.4,96,1004.8,1.2,1.5,231,13.1,0,0,231.7,0,1000,313
7/31/2017 5:30,12.4,5.882,0.023,4.523,0.019,2.471,24.71,24.03,225.1,18.92,24.05,100.4,8.44,20.78,96.4,8.64,15.27,100,10.07,13.06,8.7,0.92,12.63,1.7,0.18,11.96,100,10.85,13.6,98,1004.8,1.1,1.5,234,13.4,0,0,231.7,0,1000,313
7/31/2017 5:45,12.6,27.558,0.11,8.068,0.034,2.419,24.186,23.99,224.4,18.88,24.05,99.9,8.4,20.79,96.4,8.64,15.26,100,10.07,13.02,8.5,0.9,12.63,1.7,0.18,11.96,100,10.85,13.7,96,1004.8,1.3,1.6,227,13.3,0,0,231.7,0,1000,313
7/31/2017 6:00,12.6,79.504,0.317,12.37,0.052,2.574,25.745,23.98,226.8,19.09,24.04,100.3,8.43,20.78,96.3,8.64,15.24,100,10.08,13.09,8,0.85,12.62,1.8,0.19,12,100,10.84,13.9,94,1004.9,1.7,2.4,281,13.4,0,0,231.7,0,1000,313
7/31/2017 6:15,13.2,151.509,0.604,17.281,0.073,2.494,24.944,23.98,224.4,18.89,24.04,100.1,8.41,20.78,96.1,8.62,15.23,100,10.08,13.13,8.6,0.91,12.6,1.7,0.18,11.96,100,10.85,14.2,94,1004.9,1.3,1.5,210,13.7,0,0,231.7,0,1000,313
7/31/2017 6:30,13.2,233.416,0.93,25.384,0.107,1.566,15.66,23.96,222.3,18.72,24.04,99.4,8.36,20.79,96.4,8.64,15.23,100,10.08,13.14,8.8,0.93,12.57,1.7,0.18,11.9,100,10.87,14.5,90,1004.9,1,1.4,262,13.5,0,0,231.7,0,1000,313
7/31/2017 6:45,13.4,302.718,1.206,36.079,0.152,2.24,22.399,23.96,223.1,18.78,24.04,99.4,8.35,20.79,96,8.6,15.22,100,10.08,13.2,9.2,0.97,12.53,1.6,0.17,11.93,100,10.86,14.9,90,1005.1,0.6,1,261,13.9,0,0,231.7,0,1000,313
7/31/2017 7:00,13.3,379.996,1.514,50.504,0.213,2.391,23.909,23.96,223.9,18.85,24.04,99.6,8.37,20.78,95,8.52,15.21,100,10.08,13.21,9.3,0.98,12.54,1.7,0.18,11.92,100,10.86,15.3,87,1004.9,1,1.5,263,14,0,0,231.7,0,1000,313
7/31/2017 7:15,13.5,463.222,1.845,66.304,0.28,2.217,22.17,23.96,222.9,18.77,24.04,99.6,8.37,20.78,95,8.52,15.21,100,10.08,13.22,8.5,0.9,12.57,1.7,0.19,11.92,100,10.86,15.6,85,1005.1,0.7,1.8,282,14.1,0,0,231.7,0,1000,313
7/31/2017 7:30,13.4,567.03,2.259,82.272,0.348,2.069,20.686,23.96,221.3,18.63,24.04,99.6,8.37,20.78,93.7,8.4,15.22,100,10.08,13.23,8.4,0.89,12.63,2,0.21,11.92,100,10.86,16.2,84,1005.1,0.9,1.6,304,14.5,0,0,231.7,0,1000,313
7/31/2017 7:45,13.7,645.281,2.571,102.657,0.434,2.243,22.43,23.97,221.5,18.65,24.04,100,8.41,20.79,94,8.43,15.22,100,10.08,13.24,8.7,0.92,12.63,2.1,0.23,11.96,100,10.85,17.1,82,1005.1,0.2,0.8,43,15.2,0,0,231.7,0,1000,313
7/31/2017 8:00,13.7,739.598,2.946,135.077,0.571,2.161,21.608,23.98,221.2,18.62,24.04,99.7,8.38,20.78,93.9,8.42,15.22,100,10.08,13.27,9,0.94,12.65,2,0.21,11.96,100,10.85,17.8,76,1005.1,0.5,0.9,336,15.2,0,0,231.7,0,1000,313
7/31/2017 8:15,14.1,828.126,3.299,166.077,0.702,2.113,21.128,24,225.8,19,24.04,100.9,8.48,20.78,94.9,8.51,15.22,100,10.08,13.3,8.8,0.93,12.66,2,0.22,11.96,100,10.85,18.2,77,1005.1,0.5,0.9,45,15.6,0,0,231.7,0,1000,313
7/31/2017 8:30,13.9,924.041,3.681,193.974,0.82,2.067,20.674,24.02,222.1,18.67,24.04,100.5,8.45,20.78,94.5,8.47,15.23,100,10.08,13.33,9,0.94,12.63,2.2,0.23,11.96,100,10.85,18.2,79,1004.9,0.8,0.9,74,15.8,0,0,231.7,0,1000,313
7/31/2017 8:45,13.9,1008.314,4.017,221.342,0.935,1.988,19.875,24.07,227.3,19.1,24.05,101.9,8.57,20.79,94,8.42,15.22,100,10.08,13.34,9.3,0.98,12.55,1.6,0.17,11.98,100,10.85,18.6,76,1004.9,1,1.8,84,15.8,0,0,231.7,0,1000,313
7/31/2017 9:00,13.7,1091.138,4.347,239.356,1.011,1.962,19.622,24.14,222.9,18.7,24.04,100.7,8.47,20.78,93.1,8.35,15.23,100,10.08,13.35,11.1,1.17,12.4,0,0,12.01,100,10.84,18.9,75,1004.8,0.8,1.1,53,16.1,0,0,231.7,0,1000,313
7/31/2017 9:15,14.2,1166.995,4.649,267.544,1.13,2.056,20.563,24.19,226.4,18.98,24.05,100.4,8.44,20.78,92.7,8.32,15.23,100,10.08,13.4,10.3,1.08,12.33,0,0,12.04,100,10.83,19.9,76,1004.8,1.2,2,356,17.1,0,0,231.7,0,1000,313
7/31/2017 9:30,13.7,1244.246,4.957,342.735,1.448,2.001,20.011,24.2,226.2,18.96,24.05,100,8.41,20.77,92.3,8.28,15.26,100,10.07,13.44,11,1.15,12.33,0,0,12.04,100,10.83,20.3,71,1004.8,0.8,1.1,355,16.9,0,0,231.7,0,1000,313
7/31/2017 9:45,13.9,1309.891,5.218,331.731,1.402,2.003,20.03,24.23,228.8,19.17,24.04,100.9,8.48,20.76,92.4,8.29,15.26,100,10.07,13.47,12.1,1.27,12.35,0,0,12.05,100,10.83,21.2,71,1004.9,1.2,2.4,350,17.7,0,0,231.7,0,1000,313
7/31/2017 10:00,13.8,1378.043,5.49,395.814,1.672,2.002,20.02,24.26,225.4,18.87,24.05,100.7,8.46,20.51,91.2,8.22,15.27,100,10.07,13.47,12.9,1.35,12.37,0,0,12.05,100,10.83,21.8,70,1004.8,2.3,3.4,356,18.1,0,0,231.7,0,1000,313
7/31/2017 10:15,13.8,1438.49,5.731,438.144,1.851,1.544,15.441,24.29,228.8,19.14,24.05,101.7,8.55,20.57,91.6,8.25,15.25,100,10.07,13.52,14.5,1.52,12.37,0,0,12.07,100,10.82,22.2,66,1004.7,2.2,2.9,354,17.9,0,0,231.7,0,1000,313
7/31/2017 10:30,13.4,1506.118,6,370.614,1.566,1.548,15.475,24.31,227.3,19.01,24.04,101.8,8.56,20.59,91.7,8.26,15.31,100,10.06,13.52,14.9,1.56,12.37,0,0,12.07,100,10.82,22.6,65,1004.6,1.5,2,358,18.1,0,0,231.7,0,1000,313
7/31/2017 10:45,13.8,1542.503,6.145,432.977,1.829,1.546,15.455,24.29,225.7,18.88,24.05,101.3,8.51,20.78,92.3,8.28,15.34,100,10.06,13.56,15.3,1.6,12.39,0,0,12.02,100,10.84,23,62,1004.6,1.2,1.7,39,18,0,0,231.7,0,1000,313
7/31/2017 11:00,13.4,1579.487,6.292,436.01,1.842,1.547,15.467,24.29,228.2,19.1,24.05,102.3,8.6,20.7,91.4,8.21,15.34,100,10.05,13.54,15.2,1.59,12.39,0,0,12.01,100,10.84,23.5,58,1004.5,1,1.7,51,17.9,0,0,231.7,0,1000,313
7/31/2017 11:15,13.5,1619.735,6.453,496.31,2.097,1.546,15.456,24.65,225.9,18.77,24.05,101.6,8.54,20.45,88.3,7.97,15.33,100,10.06,13.48,14.9,1.56,12.37,0,0,12.01,100,10.84,24.3,58,1004.3,1.9,2.7,95,18.5,0,0,231.7,0,1000,313
7/31/2017 11:30,13.6,1665.5,6.635,468.774,1.981,1.545,15.449,24.52,230.1,19.17,24.05,101.7,8.55,20.21,87.1,7.9,15.33,100,10.06,13.43,14.3,1.5,12.39,0,0,12.02,100,10.84,24.7,53,1004.3,1.4,2.3,164,18.1,0,0,231.7,0,1000,313
7/31/2017 11:45,13.6,1690.271,6.734,466.279,1.97,1.544,15.444,24.41,228.9,19.1,24.05,101.5,8.53,20.65,90,8.09,15.46,100,10.03,13.33,11.4,1.2,12.37,0,0,11.99,100,10.84,25.1,60,1004.1,2.1,2.5,130,19.5,0,0,231.7,0,1000,313
7/31/2017 12:00,13.7,1709.03,6.808,697.92,2.949,1.544,15.44,24.38,237.8,19.86,24.05,103,8.66,20.54,89.8,8.09,15.44,100,10.03,13.35,12.1,1.27,12.37,0,0,12.02,100,10.84,25.4,53,1003.9,2.4,3,154,18.7,0,0,231.7,0,1000,313
7/31/2017 12:15,13.5,1717.951,6.844,490.367,2.072,1.956,19.558,24.38,230.6,19.26,24.05,102,8.57,20.68,92,8.26,15.59,100,10,13.39,12,1.26,12.37,0,0,12.03,100,10.84,25.4,54,1004,2.1,2.7,222,18.8,0,0,231.7,0,1000,313
7/31/2017 12:30,13.4,1732.585,6.902,542.502,2.292,1.545,15.452,25.11,235.3,19.38,24.06,102.8,8.64,20.18,87.6,7.95,15.56,100,10.01,13.43,12.2,1.28,12.37,0,0,12.03,100,10.84,25.5,52,1003.8,1,1.5,71,18.6,0,0,231.7,0,1000,313
7/31/2017 12:45,13.6,1732.857,6.903,552.271,2.333,1.545,15.448,25,231.7,19.12,24.06,102.5,8.62,20.24,87.4,7.93,15.42,100,10.04,13.45,12.4,1.3,12.36,0,0,12.04,100,10.83,25.8,54,1003.7,1.2,3.7,128,19.3,0,0,231.7,0,1000,313
7/31/2017 13:00,13.4,1717.698,6.843,688.265,2.908,1.959,19.588,25.06,238.8,19.69,24.06,103.7,8.71,20.3,87.5,7.92,15.45,100,10.03,13.53,13.5,1.41,12.4,0,0,12.04,100,10.83,26.1,55,1003.5,1.9,2.4,128,19.6,0,0,231.7,0,1000,313
7/31/2017 13:15,13.5,1709.647,6.811,606.452,2.562,1.928,19.282,25.22,233,19.15,24.09,102.7,8.63,20.13,86.1,7.82,15.57,100,10.01,13.56,13.9,1.45,12.39,0,0,12.03,100,10.83,26.4,50,1003.3,1.3,2.7,195,19,0,0,231.7,0,1000,313
7/31/2017 13:30,13.3,1680.265,6.694,470.882,1.99,1.545,15.446,25.26,230.9,18.96,24.1,102.4,8.6,20.01,85.9,7.83,15.5,100,10.02,13.6,14,1.46,12.4,0,0,12.03,100,10.83,26.6,50,1003.4,1.8,2.5,103,19.2,0,0,231.7,0,1000,313
7/31/2017 13:45,13.5,1674.786,6.672,457.083,1.931,1.544,15.442,24.92,230,19.01,24.06,102.4,8.6,20.17,87,7.9,15.58,100,10,13.58,14,1.47,12.33,0,0,12.03,100,10.83,26.9,50,1003.2,1.8,3.4,333,19.5,0,0,231.7,0,1000,313
7/31/2017 14:00,13.6,1655.269,6.594,509.967,2.155,1.545,15.45,24.82,239.1,19.8,24.1,103.9,8.73,20.76,92,8.25,15.76,100,9.96,13.6,14.6,1.53,12.39,0,0,12.04,100,10.83,26.8,48,1003.1,0.7,1.1,11,19,0,0,231.7,0,1000,313
7/31/2017 14:15,13.5,1590.409,6.336,472.345,1.996,1.542,15.422,24.96,227.6,18.8,24.08,102.2,8.59,20.71,92.4,8.29,15.64,100,9.99,13.46,14.4,1.51,12.37,0,0,12.03,100,10.83,27,52,1002.9,1.1,1.6,69,19.9,0,0,231.7,0,1000,313
7/31/2017 14:30,13.2,1559.438,6.212,455.39,1.924,1.545,15.454,24.97,226.9,18.74,24.11,101.8,8.55,20.22,88.7,8.05,15.65,100,9.99,13.43,13.6,1.43,12.37,0,0,12.02,100,10.84,27.4,49,1002.7,1.1,1.8,34,19.7,0,0,231.7,0,1000,313
7/31/2017 14:45,13.6,1575.148,6.275,461.483,1.95,1.541,15.412,24.91,231.1,19.11,24.1,102.8,8.63,20.78,92,8.25,15.58,100,10,13.51,14,1.47,12.4,0,0,12.03,100,10.83,27.5,54,1002.6,0.9,1.7,149,20.7,0,0,231.7,0,1000,313
7/31/2017 15:00,13.4,1476.418,5.882,416.146,1.758,1.543,15.431,24.82,233.8,19.36,24.1,103.1,8.66,20.25,86.8,7.87,15.51,100,10.02,13.42,13.4,1.4,12.39,0,0,12.03,100,10.83,27.8,52,1002.4,1.8,3.3,296,20.5,0,0,231.7,0,1000,313
7/31/2017 15:15,13.5,1467.029,5.844,378.127,1.598,1.539,15.392,25.27,231.8,19.03,24.1,102.9,8.64,19.61,82.1,7.54,15.71,100,9.98,13.45,14,1.46,12.41,0.2,0.03,12.05,100,10.83,28,51,1002.3,1,1.5,316,20.6,0,0,231.7,0,1000,313
7/31/2017 15:30,13.4,1533.582,6.109,411.684,1.739,1.542,15.416,25.08,229,18.87,24.13,103.1,8.65,19.94,81.3,7.41,15.58,100,10,13.47,14,1.47,12.44,0.4,0.04,12.05,100,10.83,28.1,47,1002,2,2.3,281,19.9,0,0,231.7,0,1000,313
7/31/2017 15:45,13.9,1379.156,5.494,327.094,1.382,1.542,15.415,25.07,236.7,19.51,24.19,103.9,8.71,19.78,79.1,7.23,15.45,100,10.03,13.41,13.8,1.45,12.37,0.1,0.01,12.05,100,10.83,28.4,50,1001.9,2.4,3.5,339,20.7,0,0,231.7,0,1000,313
7/31/2017 16:00,13.4,831.436,3.312,199.741,0.844,1.541,15.411,25.35,236,19.35,24.13,103.4,8.68,19.36,77.9,7.19,15.57,100,10,13.47,13.5,1.42,12.41,0.2,0.02,12.05,100,10.83,28.2,49,1001.7,2.8,4.2,253,20.3,0,0,231.7,0,1000,313
7/31/2017 16:15,13.5,1270.392,5.061,299.576,1.266,1.541,15.405,25.12,237.6,19.56,24.06,103.5,8.7,19.84,79,7.22,15.62,9999,0,13.32,12.6,1.33,12.39,0,0,12.02,100,10.84,28.5,50,1001.8,0.3,1,353,20.8,0,0,231.7,0,1000,313
7/31/2017 16:30,13.6,965.738,3.847,242.018,1.023,1.542,15.422,25.28,241.1,19.79,24.15,104.1,8.73,19.33,77.5,7.16,15.5,100,10.02,13.47,13.8,1.44,12.39,0,0,12.05,100,10.83,28.3,50,1001.8,1.2,1.8,110,20.7,0,0,231.7,0,1000,313
7/31/2017 16:45,13.6,798.688,3.182,183.015,0.773,1.54,15.396,25.45,239.6,19.61,24.19,104.3,8.74,19.57,77.3,7.11,15.65,100,9.99,13.1,9.8,1.04,12.24,0,0,12.02,100,10.84,28.5,53,1001.8,1.4,1.7,332,21.4,0,0,231.7,0,1000,313
7/31/2017 17:00,13.7,983.047,3.916,222.057,0.938,1.542,15.415,25.26,241.7,19.85,24.19,104.8,8.78,21.17,92.5,8.23,15.57,100,10.01,13.32,12.3,1.3,12.31,0,0,12.01,100,10.84,29.1,50,1001.8,0.4,1.3,341,21.2,0,0,231.7,0,1000,313
7/31/2017 17:15,13.5,857.423,3.416,198.401,0.838,1.54,15.4,25.64,233.3,19.02,24.19,103,8.63,20.84,88.4,7.92,15.47,100,10.03,13.5,14.5,1.52,12.32,0,0,12.01,100,10.84,28.9,52,1001.9,1.3,1.8,281,21.5,0,0,231.7,0,1000,313
7/31/2017 17:30,13.4,746.293,2.973,176.455,0.746,2.132,21.319,25.68,235.2,19.16,24.11,103.7,8.71,21.12,93.2,8.3,15.47,100,10.03,13.43,13.2,1.39,12.32,0,0,12.04,100,10.83,29.1,50,1001.8,1.9,2.6,278,21.2,0,0,231.7,0,1000,313
7/31/2017 17:45,12.9,95.448,0.38,8.852,0.037,2.195,21.946,25.75,237.1,19.29,24.19,103.6,8.68,20.78,91.8,8.23,15.44,100,10.03,13.35,12.2,1.29,12.3,0,0,12.07,100,10.82,27.6,52,1001.8,1.3,2.9,247,20.4,0,0,231.7,0,1000,313
7/31/2017 18:00,12.7,78.279,0.312,11.63,0.049,2.232,22.32,26.22,231,18.64,24.1,102.7,8.62,19.65,81.4,7.47,15.6,100,10,13.52,14.6,1.53,12.27,0,0,12.05,100,10.83,25.9,68,1001.8,0.8,1.3,233,21.5,0,0,231.7,0,1000,313
7/31/2017 18:15,12.8,59.128,0.236,9.752,0.041,2.211,22.112,26.17,250.8,20.25,24.13,105,8.82,19.22,78.3,7.25,15.62,100,10,13.56,15.3,1.6,12.43,0.3,0.04,12.14,100,10.81,22,83,1003,9.9,13.7,312,19.9,60,7.9,232.6,0.9,1000,313
7/31/2017 18:30,12.9,327.04,1.303,72.564,0.307,2.181,21.813,25.68,243.6,19.85,24.08,104.3,8.76,20.01,84.6,7.71,15.56,100,10.01,13.61,16.8,1.76,12.39,0,0,12.13,100,10.81,20.5,92,1002.6,999.9,999.9,280,19.6,60,0.9,235.4,2.7,1000,313
7/31/2017 18:45,13,253.212,1.009,57.857,0.244,2.206,22.059,25.57,238.8,19.5,24.08,103.3,8.68,19.22,77,7.13,15.7,100,9.98,13.56,15.5,1.62,12.43,0.3,0.03,12.14,100,10.81,19.8,96,1002.4,0.5,1.2,40,19.3,60,0,235.4,0,1000,313
7/31/2017 19:00,12.9,178.674,0.712,34.854,0.147,2.226,22.259,25.55,229.3,18.73,24.1,102.5,8.61,20.01,82.7,7.53,15.5,100,10.02,13.15,10.6,1.12,12.26,0,0,12.13,100,10.81,20.2,97,1002.3,0.9,1.5,229,19.9,60,0,235.4,0,1000,313
7/31/2017 19:15,14.1,189.68,0.756,35.744,0.151,2.237,22.369,25.56,234.1,19.12,24.13,102,8.57,19.81,81.7,7.47,15.71,100,9.98,13.33,11.6,1.22,12.28,0,0,12.09,100,10.82,20.4,96,1002.6,1,1.4,192,20,0,0,235.4,0,1000,313
7/31/2017 19:30,13.6,73.893,0.294,16.541,0.07,2.256,22.559,25.56,228.3,18.64,24.17,101.3,8.5,18.89,76.5,7.13,15.37,100,10.05,12.95,7.1,0.75,12.26,0,0,12.03,100,10.83,20.3,94,1002.6,0.7,1.6,123,19.6,0,0,235.4,0,1000,313
7/31/2017 19:45,12.8,34.384,0.137,7.935,0.034,2.262,22.617,25.5,233.2,19.07,24.19,103,8.63,21.13,92,8.19,15.6,100,10,12.81,6,0.64,12.3,0,0,12.01,100,10.84,19.7,96,1002.8,0.5,1.2,341,19.3,0,0,235.4,0,1000,313
7/31/2017 20:00,12.5,10.417,0.041,2.866,0.012,2.172,21.723,25.52,233.2,19.06,24.22,103,8.63,19.34,78.4,7.24,15.57,100,10.01,12.83,6.4,0.68,12.29,0,0,11.98,100,10.85,20.3,97,1002.9,1.1,1.4,77,20,0,0,235.4,0,1000,313
7/31/2017 20:15,12.8,0.299,0.001,0.45,0.002,2.283,22.833,25.52,232.2,18.98,24.21,102.8,8.61,20.15,86.4,7.84,15.69,100,9.98,13.45,12.4,1.3,12.39,0,0,11.96,100,10.85,20.3,97,1003,1.2,2,94,20,0,0,235.4,0,1000,313
7/31/2017 20:30,12.5,-3.03,-0.012,0.441,0.002,2.226,22.26,25.48,230.7,18.87,24.16,102.9,8.64,20.4,88.9,8.03,15.83,100,9.95,13.56,14.4,1.5,12.42,0,0,12.05,100,10.83,20,99,1002.9,1.2,1.6,187,19.8,0,0,235.4,0,1000,313
7/31/2017 20:45,12.7,-3.666,-0.015,0.608,0.003,2.22,22.197,25.49,231.8,18.95,24.15,101.4,8.51,21.46,96.9,8.57,16.42,100,9.82,13.25,12.6,1.33,12.41,0,0,12.15,100,10.8,19.7,99,1002.9,0.8,1.4,60,19.6,0,0,235.4,0,1000,313
7/31/2017 21:00,12.6,-2.422,-0.01,0.458,0.002,2.217,22.168,25.52,231.6,18.93,24.23,101.3,8.48,21.67,97.5,8.59,15.95,100,9.92,13.64,14.6,1.53,12.58,1.6,0.17,12.23,100,10.79,19.7,100,1002.9,0.7,0.9,256,19.7,0,0,235.4,0,1000,313
7/31/2017 21:15,12.8,-3.048,-0.012,0.494,0.002,2.222,22.216,25.54,230.5,18.83,24.21,101.3,8.49,21.12,95.4,8.49,15.94,100,9.92,13.99,20.1,2.08,12.62,1.7,0.19,12.27,100,10.78,19.7,100,1003.1,1.4,2,268,19.7,0,0,235.4,0,1000,313
7/31/2017 21:30,12.5,-3.254,-0.013,0.22,0.001,2.313,23.127,25.46,227.2,18.59,24.27,100.8,8.44,22.69,100,8.63,15.8,100,9.96,13.93,21.2,2.2,12.67,2,0.21,12.21,100,10.79,20.1,100,1003.1,2.1,2.7,325,20.1,0,0,235.4,0,1000,313
7/31/2017 21:45,12.7,-2.731,-0.011,0.943,0.004,2.282,22.819,25.4,226.8,18.58,24.23,100.5,8.42,22.89,99.9,8.59,15.98,100,9.92,13.9,20.7,2.15,12.81,2.8,0.29,12.22,100,10.79,20,100,1003.1,2,2.4,161,20,0,0,235.4,0,1000,313
7/31/2017 22:00,12.6,-3.142,-0.013,0.282,0.001,2.33,23.305,25.37,226.2,18.54,24.46,100.4,8.38,23.55,102.8,8.73,15.95,100,9.92,13.87,20.6,2.14,12.63,2.1,0.23,12.04,100,10.83,19.9,100,1002.9,1,1.5,263,19.9,0,0,235.4,0,1000,313
7/31/2017 22:15,12.8,-3.142,-0.013,0.458,0.002,2.248,22.482,25.35,226.3,18.55,24.35,100.9,8.44,23.18,101,8.63,16.11,100,9.89,14.07,24.5,2.53,12.56,1.5,0.16,12.01,100,10.84,19.4,100,1003.1,1.5,1.9,249,19.3,0,0,235.4,0,1000,313
7/31/2017 22:30,12.4,-3.394,-0.014,0.776,0.003,2.239,22.392,25.32,226.2,18.56,24.37,100.4,8.39,22.58,100.2,8.66,16.42,100,9.82,13.85,19.9,2.07,12.55,1.1,0.12,12.21,100,10.79,19.4,100,1003.1,2.2,2.7,236,19.4,0,0,235.4,0,1000,313
7/31/2017 22:45,12.7,-3.404,-0.014,0.891,0.004,2.364,23.637,25.28,225.5,18.51,24.8,100.2,8.3,21.99,97.7,8.55,15.92,100,9.93,13.48,14.3,1.5,12.55,1.3,0.14,12.21,100,10.79,18.9,100,1003.1,1,1.3,227,18.9,0,0,235.4,0,1000,313
7/31/2017 23:00,12.5,-3.133,-0.012,1.129,0.005,2.297,22.971,25.24,227.6,18.7,24.32,100.8,8.43,21.89,97.2,8.52,16.33,100,9.84,13.27,12.1,1.27,12.55,1.3,0.14,12.21,100,10.79,18.6,100,1003,0.8,1.1,241,18.6,0,0,235.4,0,1000,313
7/31/2017 23:15,12.7,-3.236,-0.013,1.111,0.005,2.416,24.161,25.23,226.3,18.6,24.3,100.4,8.4,21.18,94.3,8.39,16.15,100,9.88,13.23,9.4,0.99,12.48,0.5,0.05,12.2,100,10.79,18.5,100,1002.9,0.8,1,248,18.5,0,0,235.4,0,1000,313
7/31/2017 23:30,12.4,-4.086,-0.016,0.996,0.004,2.253,22.527,25.19,226.9,18.66,24.25,100.4,8.41,20.82,91,8.15,15.71,100,9.98,13.82,17.5,1.82,12.29,0,0,12.01,100,10.84,18.5,100,1003,1.1,1.3,224,18.5,0,0,235.4,0,1000,313
7/31/2017 23:45,12.7,-3.357,-0.013,1.067,0.005,2.365,23.652,25.13,226.8,18.67,24.21,100.1,8.39,21.6,95.1,8.39,15.94,100,9.92,13.35,11.9,1.26,12.29,0,0,12.05,100,10.83,18.8,100,1003,1.5,2.2,292,18.8,0,0,235.4,0,1000,313
8/1/2017 0:00,12.5,-2.824,-0.011,1.049,0.004,2.291,22.914,25.13,226,18.61,24.19,100.5,8.42,21.93,97.6,8.55,15.62,100,10,13.47,13.5,1.41,12.4,0,0,12.05,100,10.83,18.7,100,1003.1,1.1,1.7,271,18.7,0,0,235.4,0,1000,313
8/1/2017 0:15,12.7,-3.404,-0.014,1.12,0.005,2.263,22.632,25.08,226.6,18.68,24.21,100.1,8.39,21.82,96.7,8.49,15.35,100,10.05,13.54,15,1.57,12.43,0,0,11.96,100,10.85,18.6,100,1002.9,1.1,1.8,281,18.6,0,0,235.4,0,1000,313
8/1/2017 0:30,12.5,-2.974,-0.012,1.428,0.006,2.262,22.621,25.03,226.5,18.68,24.23,100.1,8.38,22.42,97.5,8.46,15.26,100,10.07,13.06,7.9,0.83,12.45,0.1,0.01,11.92,100,10.86,18.4,99,1002.9,1.4,2.3,207,18.4,0,0,235.4,0,1000,313
8/1/2017 0:45,12.7,-3.46,-0.014,0.917,0.004,2.221,22.209,25,225.7,18.63,24.26,100.3,8.4,22.88,98.8,8.5,15.47,100,10.03,12.97,8.6,0.92,12.51,0.5,0.06,11.94,100,10.86,18,100,1002.8,1.1,1.5,284,17.9,0,0,235.4,0,1000,313
